rowid,kepid,tce_plnt_num,tce_delivname,rowupdate,tce_datalink_dvs,tce_datalink_dvr,tce_period,tce_time0bk,tce_time0,tce_ror,tce_dor,tce_incl,tce_impact,tce_duration,tce_ingress,tce_depth,tce_eccen,tce_longp,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof1,tce_dof2,tce_chisq1,tce_chisq2,tce_prad,tce_sma,tce_eqt,tce_nkoi,tce_ioflag,tce_quarters,tce_steff,tce_slogg,tce_smet,tce_sradius,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_max_sngle_ev,tce_max_mult_ev,tce_minmes,tce_mesmad,tce_bin_oedp_stat,tce_rmesmad,tce_rsnrmes,tce_rminmes,tce_fwm_stat,tce_fwm_sra,tce_fwm_sdec,tce_fwm_srao,tce_fwm_sdeco,tce_fwm_prao,tce_fwm_pdeco,tce_dicco_mra,tce_dicco_mdec,tce_dicco_msky,tce_dicco_fra,tce_dicco_fdec,tce_dicco_fsky,tce_dikco_mra,tce_dikco_mdec,tce_dikco_msky,tce_dikco_fra,tce_dikco_fdec,tce_dikco_fsky,av_vf_pc,av_vf_afp,av_vf_ntp,av_pp_pc,av_pp_afp,av_pp_ntp,av_training_set,av_pred_class,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd
7576,6021275,2,q1_q17_dr24_tce,15-JAN-2015,006/006021/006021275/dv/kplr006021275-002-20141002224145_dvs.pdf,006/006021/006021275/dv/kplr006021275-20141002224145_dvr.pdf,18.010200,143.400,2.45498e+06,1.23653340000e-02,45.9859530,89.680,2.5450000e-01,2.9320,3.8260000e-02,1.8080000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.3656700,0.5711688,-0.2248296,0.0009464,55,mandel-agol_geometric_transit_model,1,3.6310000e+01,1.335e+03,1.586e+03,4.067e+01,7.020e+02,53,4.275e+02,1.33100e+02,1.4860000,0.131200,7.58e+02,4,,11110111011101110000000000000000,5931.00,4.32,-0.240,1.101,SPE59,SPE59,SPE59,DSEP,1.048e+01,3.545e+01,-3.1210e+00,0.66500,8.2810000e-01,5.3310e+01,1.0240000e+00,8.8040000e-02,9.59600000e+00,18.882389,41.343202,5.4760000e-02,5.8310000e-01,-4.5470000e-05,-9.6790000e-05,-5.49020000e-01,7.47440000e-02,5.54090000e-01,0,0,0,-8.00110000e-01,3.96380000e-02,0.8010900,0,0,0,99.3723,0.6074,0.0203,99.7628,0.2372,0.0000,PC,PC,6.03717611690000e-239,7.42260000e+00,-2.8102590000e-01,1.08319400e+00
7579,6041734,1,q1_q17_dr24_tce,15-JAN-2015,006/006041/006041734/dv/kplr006041734-001-20141002224145_dvs.pdf,006/006041/006041734/dv/kplr006041734-20141002224145_dvr.pdf,24.339500,136.068,2.45497e+06,2.50737680000e-02,57.6924020,89.790,2.1420000e-01,3.2310,8.2730000e-02,7.3690000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.2706892,0.9345172,-0.7515884,0.2250344,47,mandel-agol_geometric_transit_model,1,2.1390000e+01,1.285e+03,1.450e+03,2.863e+01,6.110e+02,46,1.129e+03,1.94200e+02,2.8050000,0.163100,6.90e+02,2,,00011111111111111000000000000000,6240.00,4.41,-0.380,1.025,KIC0,KIC0,KIC0,DSEP,8.597e+00,1.986e+01,-3.3510e+00,0.73900,4.2290000e-02,2.6870e+01,1.0770000e+00,1.6880000e-01,5.58080000e+00,19.440268,41.309260,-1.2940000e+00,-3.6070000e-01,2.8690000e-04,4.1000000e-04,5.05210000e-03,-9.23660000e-02,9.25040000e-02,0,0,0,1.37900000e-02,-1.62860000e-01,0.1634500,0,0,0,98.2686,1.5784,0.1531,99.3199,0.4957,0.1844,PC,PC,2.96824169340000e-68,7.92917500e+00,-3.1776690000e-01,1.15826400e+00
7580,6041734,2,q1_q17_dr24_tce,15-JAN-2015,006/006041/006041734/dv/kplr006041734-002-20141002224145_dvs.pdf,006/006041/006041734/dv/kplr006041734-20141002224145_dvr.pdf,76.537200,164.153,2.45500e+06,2.53956980000e-02,95.2023780,89.730,4.4980000e-01,5.6590,1.7460000e-01,7.3080000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.2706892,0.9345172,-0.7515884,0.2250344,16,mandel-agol_geometric_transit_model,1,1.3930000e+01,6.807e+02,8.278e+02,2.659e+01,2.080e+02,15,7.632e+02,1.37400e+02,2.8410000,0.350000,4.71e+02,2,,00011111111111111000000000000000,6240.00,4.41,-0.380,1.025,KIC0,KIC0,KIC0,DSEP,5.579e+00,1.313e+01,-4.2620e+00,0.66310,2.5040000e-01,1.9800e+01,1.0610000e+00,3.2460000e-01,7.07530000e+00,19.440244,41.309423,-2.2520000e+00,2.2640000e-01,9.8510000e-04,-2.2770000e-05,2.54120000e-01,1.37890000e-01,2.89120000e-01,0,0,0,2.53170000e-01,8.36600000e-02,0.2666400,0,0,0,95.1344,3.4966,1.3690,98.2732,1.0668,0.6599,PC,PC,4.51012569750000e-24,8.88334200e+00,-1.4952650000e+00,1.45513300e+00
7588,5706595,1,q1_q17_dr24_tce,15-JAN-2015,005/005706/005706595/dv/kplr005706595-001-20141002224145_dvs.pdf,005/005706/005706595/dv/kplr005706595-20141002224145_dvr.pdf,4.579540,135.089,2.45497e+06,1.75076710000e-02,4.0753963,76.580,9.4590000e-01,3.2190,4.6320000e-01,2.3210000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.4301604,0.3394940,0.0839462,-0.1244556,290,mandel-agol_geometric_transit_model,1,2.1520000e+01,7.047e+03,8.635e+03,2.151e+01,3.705e+03,284,2.134e+03,4.21100e+02,1.6700000,0.053410,1.04e+03,2,,11111111111111111000000000000000,5845.00,4.54,-0.160,0.874,PHO1,KIC0,KIC0,DSEP,5.639e+00,2.023e+01,-3.0270e+00,0.90740,3.4320000e+00,2.2290e+01,1.0640000e+00,1.4960000e-01,2.38870000e+01,19.478093,40.915827,7.1730000e-01,-1.7400000e+00,-2.1810000e-04,3.4060000e-04,-2.63430000e-01,-9.97820000e-02,2.81690000e-01,0,0,0,-4.39890000e-01,-3.28030000e-01,0.5487300,0,0,0,94.9232,4.1034,0.9734,98.1650,1.2796,0.5554,PC,PC,9.19718681400000e-81,7.45336700e+00,-1.7235230000e-01,1.07401200e+00
7589,5706595,2,q1_q17_dr24_tce,15-JAN-2015,005/005706/005706595/dv/kplr005706595-002-20141002224145_dvs.pdf,005/005706/005706595/dv/kplr005706595-20141002224145_dvr.pdf,19.023200,139.654,2.45497e+06,1.90888080000e-02,33.7893030,88.930,6.2960000e-01,3.4470,1.0570000e-01,3.9420000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.4301604,0.3394940,0.0839462,-0.1244556,64,mandel-agol_geometric_transit_model,1,1.8540000e+01,1.681e+03,1.998e+03,1.981e+01,8.320e+02,63,4.723e+02,8.12400e+01,1.8210000,0.138000,6.49e+02,2,,11111111111111111000000000000000,5845.00,4.54,-0.160,0.874,PHO1,KIC0,KIC0,DSEP,4.947e+00,1.710e+01,-2.8720e+00,0.67680,1.9110000e+00,2.5260e+01,1.0840000e+00,1.6800000e-01,5.56860000e+00,19.478078,40.916481,1.0560000e-01,6.1550000e-01,-1.2940000e-04,-3.5010000e-04,3.67670000e-02,7.76950000e-01,7.77820000e-01,0,0,0,-2.19540000e-01,5.55200000e-01,0.5970300,0,0,0,99.5398,0.4161,0.0441,99.7883,0.2117,0.0000,PC,PC,3.11860550430000e-58,7.52224300e+00,-9.1105670000e-02,1.07114900e+00
7601,5794240,1,q1_q17_dr24_tce,15-JAN-2015,005/005794/005794240/dv/kplr005794240-001-20141002224145_dvs.pdf,005/005794/005794240/dv/kplr005794240-20141002224145_dvr.pdf,2.455240,131.539,2.45496e+06,1.83077550000e-01,10.7408170,87.000,5.6130000e-01,1.8190,3.8630000e-01,3.7210000e+04,0,0,claret_nonlinear_limb_darkening_model_2011,0.5563490,0.2222460,0.1441480,-0.0948030,545,mandel-agol_geometric_transit_model,1,1.4940000e+03,8.082e+03,8.899e+03,1.640e+03,6.955e+03,534,2.730e+05,5.57900e+03,11.0300000,0.029430,7.30e+02,1,,11111111111111111000000000000000,3820.00,4.71,0.120,0.552,SPE43,PHO43,SPE43,DSEP,1.363e+02,1.670e+03,-3.1580e+00,0.72090,4.9140000e-01,2.3160e+03,8.9510000e-01,1.8910000e-03,2.86600000e+01,19.524860,41.064171,7.7840000e-03,-3.5710000e-01,2.1830000e-04,9.9470000e-04,-1.31020000e-02,-8.18460000e-03,1.54480000e-02,0,0,0,1.34920000e-01,-3.34520000e-01,0.3607000,0,0,0,64.0547,35.5806,0.3647,70.0524,26.4116,3.5359,PC,PC,0.00000000000000e+00,8.14009900e+00,-5.8689560000e-02,1.15409300e+00
7603,5794379,1,q1_q17_dr24_tce,15-JAN-2015,005/005794/005794379/dv/kplr005794379-001-20141002224145_dvs.pdf,005/005794/005794379/dv/kplr005794379-20141002224145_dvr.pdf,12.718100,137.201,2.45497e+06,3.60637450000e-02,18.1955050,87.360,8.3650000e-01,3.2640,3.5150000e-01,1.1630000e+03,0,0,claret_nonlinear_limb_darkening_model_2011,0.6294488,-0.6419368,1.4094648,-0.5798640,107,mandel-agol_geometric_transit_model,1,4.6980000e+01,2.814e+03,3.461e+03,4.939e+01,1.365e+03,104,1.103e+03,1.50500e+02,2.7000000,0.093370,5.62e+02,2,,11111111111111111000000000000000,4702.00,4.59,-0.220,0.686,PHO1,KIC0,KIC0,DSEP,1.061e+01,4.427e+01,-2.5870e+00,0.75160,1.1070000e+00,5.8900e+01,1.0610000e+00,5.8450000e-02,6.62370000e+00,19.527536,41.060881,-2.3150000e-01,-1.3870000e-01,1.6510000e-04,4.3030000e-04,1.09070000e-02,-1.25100000e-01,1.25570000e-01,0,0,0,-3.50510000e-02,-8.99080000e-03,0.0361860,0,0,0,99.3621,0.5969,0.0410,99.7645,0.2355,0.0000,PC,PC,0.00000000000000e+00,7.61318600e+00,-6.9449920000e-02,1.08073600e+00
7604,5794379,2,q1_q17_dr24_tce,15-JAN-2015,005/005794/005794379/dv/kplr005794379-002-20141002224145_dvs.pdf,005/005794/005794379/dv/kplr005794379-20141002224145_dvr.pdf,36.066000,162.515,2.45500e+06,3.66928390000e-02,55.4688680,89.440,5.4580000e-01,4.3780,2.1750000e-01,1.5540000e+03,0,0,claret_nonlinear_limb_darkening_model_2011,0.6294488,-0.6419368,1.4094648,-0.5798640,38,mandel-agol_geometric_transit_model,1,4.2740000e+01,1.450e+03,1.739e+03,4.940e+01,4.940e+02,37,3.402e+02,5.32900e+01,2.7470000,0.187100,3.97e+02,2,,11111111111111111000000000000000,4702.00,4.59,-0.220,0.686,PHO1,KIC0,KIC0,DSEP,1.036e+01,4.128e+01,-3.0030e+00,0.69350,4.8330000e+00,5.9530e+01,1.0350000e+00,7.2760000e-02,2.10020000e+00,19.527544,41.061015,1.1270000e-01,3.4270000e-01,-3.1500000e-04,-1.7390000e-04,-5.18210000e-03,-7.72660000e-02,7.74390000e-02,0,0,0,-8.05940000e-02,7.01070000e-02,0.1068200,0,0,0,99.2005,0.7374,0.0621,99.7252,0.2739,0.0009,PC,PC,0.00000000000000e+00,7.54981300e+00,-1.1038750000e-01,1.07812100e+00
7605,5794570,1,q1_q17_dr24_tce,15-JAN-2015,005/005794/005794570/dv/kplr005794570-001-20141002224145_dvs.pdf,005/005794/005794570/dv/kplr005794570-20141002224145_dvr.pdf,5.448320,132.491,2.45497e+06,2.09464540000e-02,19.1319310,89.970,1.1400000e-02,2.2210,4.5570000e-02,5.3420000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.5252618,0.0065310,0.5170688,-0.2939020,245,mandel-agol_geometric_transit_model,1,1.0990000e+02,4.233e+03,5.187e+03,1.524e+02,3.120e+03,239,1.170e+04,1.33900e+03,2.0690000,0.060250,9.78e+02,2,,11111111111111111000000000000000,5721.00,4.52,0.020,0.905,SPE59,SPE59,SPE59,DSEP,1.530e+01,1.043e+02,-3.3860e+00,0.64840,3.8760000e-03,1.6080e+02,1.0540000e+00,3.2470000e-02,6.11420000e+00,19.531418,41.035796,9.9850000e-02,9.3310000e-02,-4.4810000e-05,-2.0400000e-05,-9.14480000e-02,2.22700000e-02,9.41210000e-02,0,0,0,-6.53560000e-03,-2.91790000e-02,0.0299020,0,0,0,86.8841,12.3282,0.7877,92.4525,6.0630,1.4844,PC,PC,0.00000000000000e+00,8.09064600e+00,-1.2957200000e-01,1.15618800e+00
7612,5860968,1,q1_q17_dr24_tce,15-JAN-2015,005/005860/005860968/dv/kplr005860968-001-20141002224145_dvs.pdf,005/005860/005860968/dv/kplr005860968-20141002224145_dvr.pdf,122.356000,134.346,2.45497e+06,2.31515680000e-02,25.5483090,87.830,9.6750000e-01,12.1800,3.3500000e+00,3.7550000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.4002072,0.5071352,-0.1825068,-0.0075684,8,mandel-agol_geometric_transit_model,1,1.1230000e+01,6.690e+02,7.505e+02,1.352e+01,9.100e+01,6,6.507e+01,4.85400e+00,2.8900000,0.482400,4.08e+02,1,,11110111011101110000000000000000,6003.00,4.32,-0.120,1.144,PHO1,KIC0,KIC0,DSEP,5.369e+00,1.031e+01,-3.7020e+00,0.72220,2.2400000e+00,1.4280e+01,1.0890000e+00,3.5890000e-01,1.24640000e+01,19.081443,41.150846,2.0420000e+00,-1.4560000e+00,-7.5880000e-04,5.3470000e-04,-7.98690000e-01,-1.26270000e+00,1.49410000e+00,0,0,0,-7.48490000e-01,-1.38160000e+00,1.5713000,0,0,0,89.8478,8.1137,2.0385,93.4310,3.7609,2.8081,PC,PC,1.98996949590000e-24,7.24512000e+00,9.8574160000e-02,1.00827800e+00
7613,5864975,1,q1_q17_dr24_tce,15-JAN-2015,005/005864/005864975/dv/kplr005864975-001-20141002224145_dvs.pdf,005/005864/005864975/dv/kplr005864975-20141002224145_dvr.pdf,98.717900,131.587,2.45496e+06,7.25165110000e-02,126.6889500,90.000,2.7820000e-03,6.3840,4.3170000e-01,6.3040000e+03,0,0,claret_nonlinear_limb_darkening_model_2011,0.3115268,0.7103044,-0.3722074,0.0542504,10,mandel-agol_geometric_transit_model,1,8.5210000e+01,5.750e+02,4.868e+02,1.287e+02,1.040e+02,7,2.848e+02,5.55600e+02,6.2750000,0.399200,3.63e+02,1,,11001100110111011000000000000000,5838.00,4.58,-0.460,0.793,PHO1,KIC0,KIC0,DSEP,4.781e+01,1.090e+02,-3.1670e+00,0.68620,3.8460000e-01,1.5890e+02,7.8140000e-01,2.9050000e-02,1.93720000e+01,19.197114,41.130241,3.8830000e-01,-3.1970000e-01,-1.7260000e-03,-1.0300000e-03,4.72980000e-02,1.03260000e-01,1.13570000e-01,0,0,0,1.20870000e-01,-4.36320000e-02,0.1285000,0,0,0,85.2577,13.0861,1.6562,89.5930,6.4390,3.9680,PC,PC,0.00000000000000e+00,7.19890900e+00,9.9958580000e-02,1.00053000e+00
7614,5865654,1,q1_q17_dr24_tce,15-JAN-2015,005/005865/005865654/dv/kplr005865654-001-20141002224145_dvs.pdf,005/005865/005865654/dv/kplr005865654-20141002224145_dvr.pdf,23.955300,146.667,2.45498e+06,1.30344370000e-02,57.6567450,89.990,1.2140000e-02,3.2150,4.1370000e-02,2.1610000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.6644780,-0.5924896,1.2939242,-0.5483672,56,mandel-agol_geometric_transit_model,1,1.1930000e+01,1.375e+03,1.676e+03,1.407e+01,6.890e+02,52,4.039e+02,1.37000e+02,2.5330000,0.158500,7.41e+02,1,,11111111111111111000000000000000,5011.00,3.90,0.070,1.781,PHO1,KIC0,KIC0,DSEP,6.165e+00,1.128e+01,-2.3270e+00,0.73100,1.9890000e+00,1.5430e+01,1.0580000e+00,2.0630000e-01,2.02840000e+00,19.216272,41.110157,8.0550000e-01,2.7680000e-01,-1.6480000e-04,-6.8990000e-05,7.40980000e-01,2.65250000e-01,7.87030000e-01,0,0,0,7.49250000e-01,2.57300000e-01,0.7922000,0,0,0,97.9076,2.0127,0.0797,99.3077,0.6110,0.0814,PC,PC,4.57874611840000e-26,7.60549800e+00,-1.1881760000e-01,1.08610000e+00
7615,7100673,1,q1_q17_dr24_tce,15-JAN-2015,007/007100/007100673/dv/kplr007100673-001-20141002224145_dvs.pdf,007/007100/007100673/dv/kplr007100673-20141002224145_dvr.pdf,3.951230,134.211,2.45497e+06,7.33455960000e-03,11.2198190,88.750,2.4400000e-01,2.6290,2.0350000e-02,6.5260000e+01,0,0,claret_nonlinear_limb_darkening_model_2011,0.5857632,-0.2016300,0.7775176,-0.3859532,341,mandel-agol_geometric_transit_model,1,2.0130000e+01,6.694e+03,8.005e+03,2.015e+01,4.329e+03,332,1.995e+04,7.21400e+02,0.8524000,0.047840,1.16e+03,5,,11111111111111111000000000000000,5574.00,4.35,0.120,1.065,SPE59,SPE59,SPE59,DSEP,3.351e+01,1.674e+01,-8.1370e+00,1.04200,1.3230000e-01,1.6060e+01,1.2030000e+00,4.8610000e-01,4.01960000e+00,19.048570,42.654364,1.6130000e-01,-5.9600000e-01,-1.5150000e-05,3.2420000e-05,-2.07880000e-01,4.68920000e-01,5.12930000e-01,0,0,0,-2.62720000e-01,3.26210000e-01,0.4188500,0,0,0,74.3349,14.4776,11.1875,82.7923,7.9233,9.2843,PC,PC,4.89847275700000e-45,8.34694500e+00,-2.5977060000e-01,1.21135200e+00
7616,7100673,2,q1_q17_dr24_tce,15-JAN-2015,007/007100/007100673/dv/kplr007100673-002-20141002224145_dvs.pdf,007/007100/007100673/dv/kplr007100673-20141002224145_dvr.pdf,5.992680,131.756,2.45496e+06,9.12789750000e-03,7.9290522,83.500,8.9740000e-01,2.6640,1.1950000e-01,6.9460000e+01,0,0,claret_nonlinear_limb_darkening_model_2011,0.5857632,-0.2016300,0.7775176,-0.3859532,212,mandel-agol_geometric_transit_model,1,1.7010000e+01,4.508e+03,5.209e+03,1.848e+01,2.522e+03,193,6.395e+03,4.23500e+02,1.0610000,0.063150,1.01e+03,5,,11111111111111111000000000000000,5574.00,4.35,0.120,1.065,SPE59,SPE59,SPE59,DSEP,7.394e+00,1.607e+01,-3.3190e+00,0.88300,3.5070000e-03,1.8200e+01,1.0580000e+00,2.0660000e-01,8.38820000e-01,19.048559,42.654558,-2.7030000e-01,9.9100000e-02,1.3850000e-05,-1.3780000e-05,-1.91140000e-01,1.34390000e-01,2.33660000e-01,0,0,0,-2.38290000e-01,2.89620000e-02,0.2400400,0,0,0,90.7630,4.7588,4.4782,96.0721,1.6388,2.2891,PC,PC,2.12216329010000e-42,8.34310500e+00,-1.1355820000e-01,1.19032700e+00
7617,7100673,3,q1_q17_dr24_tce,15-JAN-2015,007/007100/007100673/dv/kplr007100673-003-20141002224145_dvs.pdf,007/007100/007100673/dv/kplr007100673-20141002224145_dvr.pdf,2.892210,132.870,2.45497e+06,6.91340330000e-03,5.2533346,81.330,7.9160000e-01,2.6170,4.7590000e-02,4.6270000e+01,0,0,claret_nonlinear_limb_darkening_model_2011,0.5857632,-0.2016300,0.7775176,-0.3859532,423,mandel-agol_geometric_transit_model,1,1.6150000e+01,7.720e+03,8.995e+03,1.540e+01,5.213e+03,400,1.100e+04,1.00400e+03,0.8034000,0.038850,1.29e+03,5,,11111111111111111000000000000000,5574.00,4.35,0.120,1.065,SPE59,SPE59,SPE59,DSEP,5.380e+00,1.511e+01,-4.4870e+00,0.85680,6.7140000e-01,1.7630e+01,1.0690000e+00,2.9700000e-01,5.79440000e+00,19.048546,42.654541,-7.9590000e-01,3.8960000e-02,3.3550000e-05,-6.3930000e-06,1.39000000e-01,-8.90590000e-01,9.01370000e-01,0,0,0,2.16570000e-01,-1.01060000e+00,1.0336000,0,0,0,66.1083,24.6377,9.2540,71.0705,15.2246,13.7049,PC,PC,6.90207836020000e-38,8.23566000e+00,-2.9771350000e-01,1.20225200e+00
7628,7137213,1,q1_q17_dr24_tce,15-JAN-2015,007/007137/007137213/dv/kplr007137213-001-20141002224145_dvs.pdf,007/007137/007137213/dv/kplr007137213-20141002224145_dvr.pdf,28.643400,141.228,2.45497e+06,2.42186500000e-02,233.4793800,89.930,2.7020000e-01,0.9259,2.3570000e-02,6.6750000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.2446496,1.0706732,-0.9818940,0.3326786,46,mandel-agol_geometric_transit_model,1,4.5070000e+01,5.472e+02,6.556e+02,4.410e+01,5.980e+02,45,4.629e+03,2.28200e+02,4.1990000,0.189700,8.30e+02,1,,11111111111111111000000000000000,6498.00,4.08,-0.380,1.589,PHO1,KIC0,KIC0,DSEP,5.267e+01,3.575e+01,-4.1010e+00,0.70810,3.1770000e+00,5.0480e+01,1.2610000e+00,1.1470000e-01,2.98590000e+00,19.799853,42.653289,9.0710000e-03,-1.1160000e-01,-8.7810000e-05,6.4510000e-05,-6.00360000e-02,-2.81200000e-02,6.62950000e-02,0,0,0,-6.81570000e-02,1.43080000e-02,0.0696430,0,0,0,76.0234,23.5830,0.3936,83.3045,14.0894,2.6061,PC,PC,2.20650011130000e-193,8.23624700e+00,-4.5995670000e-01,1.22152000e+00
7634,7202957,1,q1_q17_dr24_tce,15-JAN-2015,007/007202/007202957/dv/kplr007202957-001-20141002224145_dvs.pdf,007/007202/007202957/dv/kplr007202957-20141002224145_dvr.pdf,1.716830,132.033,2.45497e+06,8.22782300000e-03,2.9723963,72.370,9.0000000e-01,2.0050,8.3290000e-02,5.7070000e+01,0,0,claret_nonlinear_limb_darkening_model_2011,0.4771748,0.1868724,0.2741956,-0.1975736,782,mandel-agol_geometric_transit_model,1,5.2500000e+01,1.247e+04,1.498e+04,6.001e+01,9.984e+03,767,1.857e+04,2.89200e+03,0.8099000,0.027950,1.46e+03,2,,11111111111111111000000000000000,5808.00,4.52,-0.060,0.902,SPE59,SPE59,SPE59,DSEP,2.980e+01,4.894e+01,-2.0310e+00,0.73300,8.9070000e-04,6.6770e+01,1.0730000e+00,4.1490000e-02,5.86790000e+01,19.507645,42.764733,-1.1660000e+00,1.7380000e+00,3.8570000e-05,-4.7900000e-05,-2.09880000e+00,1.32660000e+00,2.48300000e+00,0,0,0,-3.01810000e+00,2.22260000e+00,3.7482000,0,0,0,50.5993,40.8482,8.5525,47.3071,33.6040,19.0889,PC,PC,0.00000000000000e+00,7.99496600e+00,1.3401810000e-02,1.12265900e+00
7635,7202957,2,q1_q17_dr24_tce,15-JAN-2015,007/007202/007202957/dv/kplr007202957-002-20141002224145_dvs.pdf,007/007202/007202957/dv/kplr007202957-20141002224145_dvr.pdf,8.167350,136.203,2.45497e+06,9.04174870000e-03,19.0133860,89.360,2.1240000e-01,3.2370,3.0360000e-02,9.8090000e+01,0,0,claret_nonlinear_limb_darkening_model_2011,0.4771748,0.1868724,0.2741956,-0.1975736,154,mandel-agol_geometric_transit_model,1,3.9410000e+01,3.562e+03,4.240e+03,6.502e+01,1.768e+03,135,1.798e+04,2.74500e+03,0.8900000,0.079050,8.66e+02,2,,11111111111111111000000000000000,5808.00,4.52,-0.060,0.902,SPE59,SPE59,SPE59,DSEP,7.678e+00,3.766e+01,-3.2110e+00,0.73010,5.6880000e-02,5.1580e+01,1.0470000e+00,8.5250000e-02,4.35500000e+00,19.507666,42.764598,-3.5970000e-01,1.2530000e+00,-1.2780000e-05,-3.4810000e-05,-2.09170000e+00,1.01810000e+00,2.32630000e+00,0,0,0,-2.46340000e+00,1.33640000e+00,2.8026000,0,0,0,80.5930,16.4480,2.9590,84.9792,8.5913,6.4295,PC,PC,1.51849423870000e-194,8.56594900e+00,-6.0241890000e-01,1.28692500e+00
7647,7285757,1,q1_q17_dr24_tce,15-JAN-2015,007/007285/007285757/dv/kplr007285757-001-20141002224145_dvs.pdf,007/007285/007285757/dv/kplr007285757-20141002224145_dvr.pdf,19.548900,149.790,2.45498e+06,2.13308390000e-02,78.9646170,89.640,4.8950000e-01,1.6950,4.6260000e-02,5.1630000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.3367808,0.5459568,-0.0865044,-0.0726736,71,mandel-agol_geometric_transit_model,1,1.2760000e+01,9.518e+02,1.144e+03,1.221e+01,9.100e+02,69,5.091e+02,6.55200e+01,1.6970000,0.130500,5.78e+02,2,,11111111111111111000000000000000,5548.00,4.60,-0.540,0.729,PHO1,KIC0,KIC0,DSEP,7.101e+00,1.145e+01,-3.9100e+00,0.71620,1.7260000e+00,1.5990e+01,1.1140000e+00,3.4140000e-01,1.79980000e+01,19.530518,42.854748,-1.0950000e+00,-5.1300000e-01,9.2320000e-04,8.1390000e-04,-3.14570000e-01,-2.35080000e-01,3.92700000e-01,0,0,0,3.54950000e-01,3.65080000e-01,0.5091800,0,0,0,97.5091,2.2834,0.2075,99.0603,0.6847,0.2550,PC,PC,7.51565697220000e-21,8.51395300e+00,-1.1337130000e+00,1.35440100e+00
7648,7285757,2,q1_q17_dr24_tce,15-JAN-2015,007/007285/007285757/dv/kplr007285757-002-20141002224145_dvs.pdf,007/007285/007285757/dv/kplr007285757-20141002224145_dvr.pdf,7.418300,133.521,2.45497e+06,1.32836540000e-02,23.2428620,89.950,2.1850000e-02,2.4700,3.2400000e-02,2.1350000e+02,0,0,claret_nonlinear_limb_darkening_model_2011,0.3367808,0.5459568,-0.0865044,-0.0726736,182,mandel-agol_geometric_transit_model,1,1.0010000e+01,3.402e+03,4.196e+03,1.036e+01,2.327e+03,178,1.287e+03,2.03500e+02,1.0570000,0.068400,7.99e+02,2,,11111111111111111000000000000000,5548.00,4.60,-0.540,0.729,PHO1,KIC0,KIC0,DSEP,2.720e+00,8.976e+00,-3.6060e+00,0.60240,1.0740000e+00,1.4900e+01,1.1150000e+00,4.0180000e-01,3.18600000e+00,19.530557,42.855521,4.4730000e-01,2.2710000e+00,5.2380000e-05,-2.5800000e-04,-1.11350000e+00,-2.25680000e-01,1.13610000e+00,0,0,0,-5.17060000e-01,1.72560000e-01,0.5451000,0,0,0,94.8412,4.9755,0.1833,97.8404,1.6564,0.5032,PC,PC,3.01998822700000e-18,7.37309700e+00,-8.1030550000e-02,1.04928400e+00
7654,6948054,1,q1_q17_dr24_tce,15-JAN-2015,006/006948/006948054/dv/kplr006948054-001-20141002224145_dvs.pdf,006/006948/006948054/dv/kplr006948054-20141002224145_dvr.pdf,7.490170,137.500,2.45497e+06,3.31719300000e-02,14.4745980,87.100,7.3240000e-01,2.8810,1.9260000e-01,1.1190000e+03,0,0,claret_nonlinear_limb_darkening_model_2011,0.6356394,-0.5222290,1.2268470,-0.5341774,178,mandel-agol_geometric_transit_model,1,4.9850000e+01,4.389e+03,5.295e+03,5.851e+01,2.314e+03,177,2.160e+03,4.10700e+02,2.8450000,0.070250,7.52e+02,4,,11111111111111111000000000000000,5099.00,4.56,0.040,0.786,SPE58,SPE58,SPE58,DSEP,1.169e+01,4.674e+01,-2.3820e+00,0.65480,4.4620000e-01,7.1370e+01,1.0670000e+00,5.0970000e-02,9.06500000e-01,19.442596,42.436398,-8.7130000e-02,2.7900000e-01,1.4340000e-04,3.3470000e-05,4.19000000e-02,-1.16530000e-01,1.23830000e-01,0,0,0,7.04300000e-02,9.83580000e-03,0.0711130,0,0,0,99.3605,0.5950,0.0445,99.7650,0.2350,0.0000,PC,PC,0.00000000000000e+00,7.43763700e+00,-1.3263440000e-01,1.06534000e+00
